UDI,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,Failure Type
6064,53243.0,L,301.1,311.1,1450.0,43.3,168.0,0,0,0,0,0,0,Tool Wear Failure
6065,53244.0,L,301.1,311.1,1889.0,23.8,170.0,0,0,0,0,0,0,Tool Wear Failure
6066,53245.0,L,301.0,310.9,1568.0,38.2,172.0,0,0,0,0,0,0,Tool Wear Failure
6067,53246.0,L,301.0,311.0,1804.0,25.8,174.0,0,0,0,0,0,0,Tool Wear Failure
6068,53247.0,L,301.0,311.0,1582.0,37.5,176.0,0,0,0,0,0,0,Tool Wear Failure
6069,20928.0,M,301.0,310.9,2047.0,17.9,178.0,0,0,0,0,0,0,Tool Wear Failure
6070,53249.0,L,300.9,310.9,1601.0,34.0,181.0,0,0,0,0,0,0,Tool Wear Failure
6071,53250.0,L,300.9,310.9,1615.0,32.0,183.0,0,0,0,0,0,0,Tool Wear Failure
6072,20931.0,M,300.9,310.8,1452.0,43.6,185.0,0,0,0,0,0,0,Tool Wear Failure
6073,20932.0,M,300.9,310.8,1695.0,30.2,188.0,0,0,0,0,0,0,Tool Wear Failure
6074,20933.0,M,300.9,310.8,1790.0,26.2,191.0,0,0,0,0,0,0,Tool Wear Failure
6075,20934.0,M,301.0,310.8,1533.0,39.3,194.0,0,0,0,0,0,0,Tool Wear Failure
6076,53255.0,L,301.0,310.9,1813.0,28.5,197.0,0,0,0,0,0,0,Tool Wear Failure
6077,53256.0,L,301.0,310.9,1492.0,36.7,199.0,0,0,0,0,0,0,Tool Wear Failure
6078,53257.0,L,300.9,310.7,1479.0,43.3,201.0,0,0,0,0,0,0,Tool Wear Failure
6079,53258.0,L,300.8,310.7,1339.0,59.1,203.0,1,0,0,0,1,0,Overstrain Failure
6080,20939.0,M,300.8,310.7,1371.0,44.7,205.0,0,0,0,0,0,0,Tool Wear Failure
6081,53260.0,L,300.9,310.7,1468.0,36.2,208.0,0,0,0,0,0,0,Tool Wear Failure
6082,53261.0,L,300.9,310.7,1517.0,41.7,210.0,0,0,0,0,0,0,Tool Wear Failure
6083,53262.0,L,300.9,310.7,1352.0,46.4,212.0,0,0,0,0,0,0,Tool Wear Failure
6084,53263.0,L,300.9,310.7,1389.0,50.0,214.0,0,0,0,0,0,0,Tool Wear Failure
6085,20944.0,M,300.8,310.6,1505.0,36.2,0.0,0,0,0,0,0,0,Tool Wear Failure
6086,53265.0,L,300.9,310.6,1538.0,36.7,3.0,0,0,0,0,0,0,Tool Wear Failure
6087,53266.0,L,300.9,310.8,1482.0,37.0,5.0,0,0,0,0,0,0,Tool Wear Failure
6088,20947.0,M,300.9,310.8,1599.0,33.0,7.0,0,0,0,0,0,0,Tool Wear Failure
6089,53268.0,L,300.9,310.8,1476.0,39.0,10.0,0,0,0,0,0,0,Tool Wear Failure
6090,53269.0,L,300.9,310.7,1509.0,37.5,12.0,0,0,0,0,0,0,Tool Wear Failure
6091,53270.0,L,300.9,310.8,1708.0,29.1,14.0,0,0,0,0,0,0,Tool Wear Failure
6093,53272.0,L,300.9,310.7,1658.0,28.5,18.0,0,0,0,0,0,0,Tool Wear Failure
6094,53273.0,L,301.0,310.8,1375.0,57.2,20.0,0,0,0,0,0,0,Tool Wear Failure
6095,20954.0,M,300.9,310.8,1402.0,48.1,22.0,0,0,0,0,0,0,Tool Wear Failure
6096,20955.0,M,300.9,310.7,1452.0,47.3,25.0,0,0,0,0,0,0,Tool Wear Failure
6097,20956.0,M,300.8,310.7,1483.0,40.8,28.0,0,0,0,0,0,0,Tool Wear Failure
6098,35511.0,H,300.9,310.8,1477.0,38.4,31.0,0,0,0,0,0,0,Tool Wear Failure
6099,20958.0,M,300.8,310.7,1924.0,22.4,36.0,0,0,0,0,0,0,Tool Wear Failure
6100,35513.0,H,300.9,310.7,1609.0,28.7,39.0,0,0,0,0,0,0,Tool Wear Failure
6101,20960.0,M,300.8,310.7,1886.0,21.1,44.0,0,0,0,0,0,0,Tool Wear Failure
6102,53281.0,L,300.7,310.6,1616.0,29.6,47.0,0,0,0,0,0,0,Tool Wear Failure
6103,53282.0,L,300.7,310.7,1442.0,43.2,49.0,0,0,0,0,0,0,Tool Wear Failure
6104,53283.0,L,300.8,310.8,1407.0,45.1,51.0,0,0,0,0,0,0,Tool Wear Failure
6105,20964.0,M,300.8,310.8,1461.0,41.3,53.0,0,0,0,0,0,0,Tool Wear Failure
6106,20965.0,M,300.8,310.9,1522.0,46.2,56.0,0,0,0,0,0,0,Tool Wear Failure
6107,53286.0,L,300.9,311.0,1432.0,48.1,59.0,0,0,0,0,0,0,Tool Wear Failure
6108,53287.0,L,300.9,311.0,1438.0,49.0,61.0,0,0,0,0,0,0,Tool Wear Failure
6109,20968.0,M,300.8,310.9,1678.0,28.1,63.0,0,0,0,0,0,0,Tool Wear Failure
6110,20969.0,M,300.8,310.9,1514.0,38.7,66.0,0,0,0,0,0,0,Tool Wear Failure
6111,53290.0,L,300.7,310.8,1534.0,41.3,69.0,0,0,0,0,0,0,Tool Wear Failure
6112,20971.0,M,300.7,310.8,1486.0,41.2,71.0,0,0,0,0,0,0,Tool Wear Failure
6113,53292.0,L,300.7,310.8,1925.0,22.0,74.0,0,0,0,0,0,0,Tool Wear Failure
6114,20973.0,M,300.7,310.8,1724.0,30.0,76.0,0,0,0,0,0,0,Tool Wear Failure
6115,20974.0,M,300.8,310.8,1549.0,35.5,79.0,0,0,0,0,0,0,Tool Wear Failure
6116,53295.0,L,300.8,310.9,1457.0,47.7,82.0,0,0,0,0,0,0,Tool Wear Failure
6117,53296.0,L,300.8,310.9,1453.0,43.9,84.0,0,0,0,0,0,0,Tool Wear Failure
6118,53297.0,L,300.8,311.0,1578.0,44.4,86.0,0,0,0,0,0,0,Tool Wear Failure
6119,20978.0,M,300.9,311.1,1325.0,61.4,88.0,0,0,0,0,0,0,Tool Wear Failure
6120,53299.0,L,300.9,311.1,1471.0,39.3,91.0,0,0,0,0,0,0,Tool Wear Failure
6121,20980.0,M,300.9,311.2,1472.0,40.0,93.0,0,0,0,0,0,0,Tool Wear Failure
6122,53301.0,L,300.9,311.1,1457.0,37.4,96.0,0,0,0,0,0,0,Tool Wear Failure
6123,53302.0,L,301.0,311.0,1402.0,55.3,98.0,0,0,0,0,0,0,Tool Wear Failure
6124,53303.0,L,300.9,310.9,1477.0,41.5,100.0,0,0,0,0,0,0,Tool Wear Failure
6125,20984.0,M,300.9,310.9,1727.0,30.1,102.0,0,0,0,0,0,0,Tool Wear Failure
6126,53305.0,L,300.9,310.9,1995.0,20.2,105.0,0,0,0,0,0,0,Tool Wear Failure
6127,53306.0,L,300.9,310.9,1370.0,52.5,107.0,0,0,0,0,0,0,Tool Wear Failure
6128,53307.0,L,300.9,310.9,1228.0,66.4,109.0,0,0,0,0,0,0,Tool Wear Failure
6129,53308.0,L,300.9,311.0,1499.0,38.0,111.0,0,0,0,0,0,0,Tool Wear Failure
6130,20989.0,M,301.0,311.0,1508.0,46.9,113.0,0,0,0,0,0,0,Tool Wear Failure
6131,53310.0,L,301.0,310.9,1473.0,44.2,116.0,0,0,0,0,0,0,Tool Wear Failure
6132,35545.0,H,301.0,311.0,1640.0,37.6,118.0,0,0,0,0,0,0,Tool Wear Failure
6133,53312.0,L,301.1,311.1,1429.0,42.5,123.0,0,0,0,0,0,0,Tool Wear Failure
6134,53313.0,L,301.1,311.1,1470.0,40.9,125.0,0,0,0,0,0,0,Tool Wear Failure
6135,53314.0,L,301.0,311.0,1581.0,37.0,127.0,0,0,0,0,0,0,Tool Wear Failure
6136,53315.0,L,301.0,310.9,1740.0,28.9,129.0,0,0,0,0,0,0,Tool Wear Failure
6137,35550.0,H,300.9,310.8,1390.0,40.6,131.0,0,0,0,0,0,0,Tool Wear Failure
6138,20997.0,M,300.9,310.8,1988.0,19.7,136.0,0,0,0,0,0,0,Tool Wear Failure
6139,20998.0,M,300.8,310.7,1452.0,43.0,139.0,0,0,0,0,0,0,Tool Wear Failure
6140,53319.0,L,300.8,310.7,1586.0,33.4,142.0,0,0,0,0,0,0,Tool Wear Failure
6141,53320.0,L,300.8,310.7,1589.0,34.3,144.0,0,0,0,0,0,0,Tool Wear Failure
6142,53321.0,L,300.8,310.8,1486.0,45.7,146.0,0,0,0,0,0,0,Tool Wear Failure
6143,53322.0,L,300.9,310.9,1755.0,27.9,148.0,0,0,0,0,0,0,Tool Wear Failure
6144,21003.0,M,301.0,310.9,1575.0,34.6,150.0,0,0,0,0,0,0,Tool Wear Failure
6145,21004.0,M,301.1,311.1,1615.0,37.7,153.0,0,0,0,0,0,0,Tool Wear Failure
6146,21005.0,M,301.1,311.1,1436.0,41.8,156.0,0,0,0,0,0,0,Tool Wear Failure
6147,21006.0,M,301.1,311.1,1470.0,40.6,159.0,0,0,0,0,0,0,Tool Wear Failure
6148,21007.0,M,301.1,311.1,2089.0,19.8,162.0,0,0,0,0,0,0,Tool Wear Failure
6149,53328.0,L,301.1,311.2,1564.0,37.0,165.0,0,0,0,0,0,0,Tool Wear Failure
6150,21009.0,M,301.0,311.1,1420.0,47.4,167.0,0,0,0,0,0,0,Tool Wear Failure
6151,53330.0,L,301.1,311.1,1711.0,29.1,170.0,0,0,0,0,0,0,Tool Wear Failure
6152,53331.0,L,301.1,311.2,1555.0,35.3,172.0,0,0,0,0,0,0,Tool Wear Failure
6153,21012.0,M,301.1,311.1,1592.0,35.7,174.0,0,0,0,0,0,0,Tool Wear Failure
6154,53333.0,L,301.0,311.1,1236.0,64.4,177.0,1,0,0,0,1,0,Overstrain Failure
6155,21014.0,M,301.0,310.9,1765.0,24.2,179.0,0,0,0,0,0,0,Tool Wear Failure
6156,53335.0,L,301.0,311.0,1634.0,31.2,182.0,0,0,0,0,0,0,Tool Wear Failure
6157,53336.0,L,301.1,311.1,1508.0,41.5,184.0,0,0,0,0,0,0,Tool Wear Failure
6158,53337.0,L,301.1,311.2,1774.0,29.6,186.0,0,0,0,0,0,0,Tool Wear Failure
6159,53338.0,L,301.1,311.0,1677.0,29.1,188.0,0,0,0,0,0,0,Tool Wear Failure
6160,53339.0,L,301.0,311.0,1399.0,58.0,190.0,1,0,0,0,1,0,Overstrain Failure
6161,53340.0,L,301.0,310.9,1570.0,34.0,192.0,0,0,0,0,0,0,Tool Wear Failure
6162,53341.0,L,301.0,310.9,1479.0,44.3,194.0,0,0,0,0,0,0,Tool Wear Failure
6163,53342.0,L,301.0,310.8,1558.0,34.9,196.0,0,0,0,0,0,0,Tool Wear Failure
6164,53343.0,L,300.8,310.7,1358.0,48.1,198.0,0,0,0,0,0,0,Tool Wear Failure
6165,35578.0,H,300.9,310.7,1656.0,30.7,200.0,0,0,0,0,0,0,Tool Wear Failure
6166,53345.0,L,300.9,310.7,1523.0,35.8,205.0,0,0,0,0,0,0,Tool Wear Failure
6167,35580.0,H,300.9,310.7,1403.0,40.6,207.0,0,0,0,0,0,0,Tool Wear Failure
6168,21027.0,M,300.9,310.7,1362.0,51.6,212.0,0,0,0,0,0,0,Tool Wear Failure
6169,21028.0,M,300.7,310.6,1778.0,27.1,215.0,0,0,0,0,0,0,Tool Wear Failure
6170,53349.0,L,300.7,310.5,1448.0,38.2,218.0,0,0,0,0,0,0,Tool Wear Failure
6171,35584.0,H,300.8,310.5,1559.0,40.1,220.0,0,0,0,0,0,0,Tool Wear Failure
6172,53351.0,L,300.8,310.6,1416.0,42.2,225.0,0,0,0,0,0,0,Tool Wear Failure
6173,53352.0,L,300.8,310.6,1577.0,37.9,227.0,1,1,0,0,0,0,Tool Wear Failure
6174,53353.0,L,300.8,310.7,1633.0,27.8,0.0,0,0,0,0,0,0,Tool Wear Failure
6175,53354.0,L,300.9,310.7,1573.0,31.2,2.0,0,0,0,0,0,0,Tool Wear Failure
6176,53355.0,L,300.9,310.8,1517.0,44.3,4.0,0,0,0,0,0,0,Tool Wear Failure
6177,53356.0,L,301.0,310.9,1515.0,37.3,6.0,0,0,0,0,0,0,Tool Wear Failure
6178,53357.0,L,301.0,310.8,1527.0,45.3,8.0,0,0,0,0,0,0,Tool Wear Failure
6179,53358.0,L,301.1,310.9,1282.0,67.9,10.0,1,0,0,1,0,0,Power Failure
6180,21039.0,M,301.1,310.9,1396.0,45.1,12.0,0,0,0,0,0,0,Tool Wear Failure
6181,53360.0,L,301.0,310.9,1492.0,44.6,15.0,0,0,0,0,0,0,Tool Wear Failure
6182,53361.0,L,301.0,310.8,1975.0,19.7,17.0,0,0,0,0,0,0,Tool Wear Failure
6183,53362.0,L,301.0,310.8,1475.0,35.3,19.0,0,0,0,0,0,0,Tool Wear Failure
6184,35597.0,H,301.0,310.9,1495.0,37.3,21.0,0,0,0,0,0,0,Tool Wear Failure
6185,53364.0,L,301.0,311.0,1553.0,35.8,26.0,0,0,0,0,0,0,Tool Wear Failure
6186,53365.0,L,301.1,311.0,1918.0,21.7,28.0,0,0,0,0,0,0,Tool Wear Failure
6187,21046.0,M,301.1,311.0,1413.0,46.6,30.0,0,0,0,0,0,0,Tool Wear Failure
6188,53367.0,L,301.0,311.0,1437.0,56.0,33.0,0,0,0,0,0,0,Tool Wear Failure
6189,53368.0,L,301.0,310.9,1450.0,45.9,35.0,0,0,0,0,0,0,Tool Wear Failure
6190,21049.0,M,301.0,310.9,1910.0,21.9,37.0,0,0,0,0,0,0,Tool Wear Failure
6191,53370.0,L,300.9,310.9,1749.0,26.4,40.0,0,0,0,0,0,0,Tool Wear Failure
6192,35605.0,H,301.0,310.9,1916.0,22.0,42.0,0,0,0,0,0,0,Tool Wear Failure
6193,53372.0,L,301.0,310.9,1428.0,45.3,47.0,0,0,0,0,0,0,Tool Wear Failure
6194,53373.0,L,301.0,310.9,1578.0,38.4,49.0,0,0,0,0,0,0,Tool Wear Failure
6195,53374.0,L,300.9,310.8,1571.0,39.9,51.0,0,0,0,0,0,0,Tool Wear Failure
6196,53375.0,L,300.9,310.8,1729.0,30.2,53.0,0,0,0,0,0,0,Tool Wear Failure
6197,53376.0,L,300.9,310.8,1701.0,30.4,55.0,0,0,0,0,0,0,Tool Wear Failure
6198,53377.0,L,300.9,310.8,1493.0,45.8,57.0,0,0,0,0,0,0,Tool Wear Failure
6199,21058.0,M,301.0,310.9,1554.0,32.7,59.0,0,0,0,0,0,0,Tool Wear Failure
6200,53379.0,L,300.9,310.9,1497.0,43.2,62.0,0,0,0,0,0,0,Tool Wear Failure
6201,53380.0,L,301.0,310.9,1679.0,29.8,64.0,0,0,0,0,0,0,Tool Wear Failure
6202,21061.0,M,301.0,310.9,1510.0,44.5,66.0,0,0,0,0,0,0,Tool Wear Failure
6203,53382.0,L,301.0,310.9,1296.0,54.9,69.0,0,0,0,0,0,0,Tool Wear Failure
6204,53383.0,L,301.0,310.9,1404.0,41.8,71.0,0,0,0,0,0,0,Tool Wear Failure
6205,21064.0,M,300.9,310.8,1519.0,34.9,73.0,0,0,0,0,0,0,Tool Wear Failure
6206,21065.0,M,300.9,310.7,1696.0,27.3,76.0,0,0,0,0,0,0,Tool Wear Failure
6207,21066.0,M,300.8,310.6,1669.0,28.4,79.0,0,0,0,0,0,0,Tool Wear Failure
6208,53387.0,L,300.7,310.6,1447.0,40.7,82.0,0,0,0,0,0,0,Tool Wear Failure
6209,21068.0,M,300.7,310.6,1418.0,46.3,84.0,0,0,0,0,0,0,Tool Wear Failure
6210,53389.0,L,300.7,310.6,1407.0,40.5,87.0,0,0,0,0,0,0,Tool Wear Failure
6211,53390.0,L,300.8,310.5,1434.0,44.5,89.0,0,0,0,0,0,0,Tool Wear Failure
6212,53391.0,L,300.8,310.6,1360.0,48.8,91.0,0,0,0,0,0,0,Tool Wear Failure
6213,53392.0,L,300.8,310.6,1402.0,53.7,93.0,0,0,0,0,0,0,Tool Wear Failure
6214,53393.0,L,300.9,310.6,1552.0,34.9,95.0,0,0,0,0,0,0,Tool Wear Failure
6215,53394.0,L,300.9,310.7,1392.0,44.2,97.0,0,0,0,0,0,0,Tool Wear Failure
6216,53395.0,L,301.1,310.8,1521.0,41.0,99.0,0,0,0,0,0,0,Tool Wear Failure
6217,53396.0,L,301.1,310.8,1724.0,27.5,101.0,0,0,0,0,0,0,Tool Wear Failure
6218,21077.0,M,301.0,310.7,1455.0,46.1,103.0,0,0,0,0,0,0,Tool Wear Failure
6219,35632.0,H,301.0,310.6,1366.0,50.6,106.0,0,0,0,0,0,0,Tool Wear Failure
6220,35633.0,H,301.1,310.6,1407.0,43.9,111.0,0,0,0,0,0,0,Tool Wear Failure
6221,53400.0,L,301.1,310.8,1470.0,49.3,116.0,0,0,0,0,0,0,Tool Wear Failure
6222,21081.0,M,301.2,310.9,1359.0,50.8,118.0,0,0,0,0,0,0,Tool Wear Failure
6223,35636.0,H,301.1,310.8,1792.0,25.8,121.0,0,0,0,0,0,0,Tool Wear Failure
6224,21083.0,M,301.1,310.9,1552.0,37.9,126.0,0,0,0,0,0,0,Tool Wear Failure
6225,53404.0,L,301.2,311.0,1612.0,32.9,129.0,0,0,0,0,0,0,Tool Wear Failure
6226,21085.0,M,301.2,311.0,1424.0,41.4,131.0,0,0,0,0,0,0,Tool Wear Failure
6227,35640.0,H,301.3,311.0,1341.0,59.3,134.0,0,0,0,0,0,0,Tool Wear Failure
6228,53407.0,L,301.2,310.8,1479.0,38.2,139.0,0,0,0,0,0,0,Tool Wear Failure
6229,53408.0,L,301.2,310.9,1413.0,50.1,141.0,0,0,0,0,0,0,Tool Wear Failure
6230,53409.0,L,301.3,310.9,2165.0,17.4,143.0,0,0,0,0,0,0,Tool Wear Failure
6231,21090.0,M,301.3,311.0,1641.0,33.0,145.0,0,0,0,0,0,0,Tool Wear Failure
6232,21091.0,M,301.3,311.0,1495.0,40.8,148.0,0,0,0,0,0,0,Tool Wear Failure
6233,53412.0,L,301.3,311.0,1576.0,30.4,151.0,0,0,0,0,0,0,Tool Wear Failure
6234,53413.0,L,301.2,310.9,1467.0,37.1,153.0,0,0,0,0,0,0,Tool Wear Failure
6235,53414.0,L,301.2,310.8,1479.0,41.2,155.0,0,0,0,0,0,0,Tool Wear Failure
6236,53415.0,L,301.3,310.9,1596.0,33.9,157.0,0,0,0,0,0,0,Tool Wear Failure
6237,21096.0,M,301.3,310.9,1512.0,36.9,159.0,0,0,0,0,0,0,Tool Wear Failure
6238,53417.0,L,301.4,310.9,1414.0,38.8,162.0,0,0,0,0,0,0,Tool Wear Failure
6239,53418.0,L,301.3,310.8,1390.0,57.4,164.0,0,0,0,0,0,0,Tool Wear Failure
6240,53419.0,L,301.2,310.7,1644.0,31.6,166.0,0,0,0,0,0,0,Tool Wear Failure
6241,21100.0,M,301.2,310.7,1394.0,42.8,168.0,0,0,0,0,0,0,Tool Wear Failure
6242,53421.0,L,301.1,310.5,1324.0,52.4,171.0,0,0,0,0,0,0,Tool Wear Failure
6243,53422.0,L,301.0,310.4,1476.0,43.6,173.0,0,0,0,0,0,0,Tool Wear Failure
6244,53423.0,L,301.0,310.4,2204.0,16.6,175.0,0,0,0,0,0,0,Tool Wear Failure
6245,21104.0,M,301.0,310.4,1665.0,30.9,177.0,0,0,0,0,0,0,Tool Wear Failure
6246,53425.0,L,300.9,310.4,1445.0,41.7,180.0,0,0,0,0,0,0,Tool Wear Failure
6247,35660.0,H,300.8,310.3,1457.0,46.8,182.0,0,0,0,0,0,0,Tool Wear Failure
6248,53427.0,L,300.8,310.2,1492.0,46.3,187.0,0,0,0,0,0,0,Tool Wear Failure
6249,53428.0,L,300.8,310.1,1405.0,61.2,189.0,1,0,0,1,1,0,Power Failure
6250,53429.0,L,300.7,310.1,1542.0,35.5,191.0,0,0,0,0,0,0,Tool Wear Failure
6251,53430.0,L,300.8,310.2,1520.0,37.7,193.0,0,0,0,0,0,0,Tool Wear Failure
6252,21111.0,M,300.8,310.2,1598.0,36.5,195.0,0,0,0,0,0,0,Tool Wear Failure
6253,53432.0,L,300.8,310.3,1538.0,36.1,198.0,0,0,0,0,0,0,Tool Wear Failure
6254,53433.0,L,300.9,310.4,1615.0,30.9,200.0,0,0,0,0,0,0,Tool Wear Failure
6255,53434.0,L,301.0,310.5,1408.0,47.0,202.0,0,0,0,0,0,0,Tool Wear Failure
6256,53435.0,L,301.0,310.5,1379.0,57.3,204.0,1,0,0,0,1,0,Overstrain Failure
6257,53436.0,L,301.0,310.6,1493.0,37.8,206.0,1,1,0,0,0,0,Tool Wear Failure
6258,53437.0,L,301.1,310.7,1376.0,49.1,0.0,0,0,0,0,0,0,Tool Wear Failure
6259,21118.0,M,301.1,310.7,1583.0,40.7,2.0,0,0,0,0,0,0,Tool Wear Failure
6260,21119.0,M,301.2,310.8,1396.0,47.4,5.0,0,0,0,0,0,0,Tool Wear Failure
6261,53440.0,L,301.1,310.7,1436.0,45.3,8.0,0,0,0,0,0,0,Tool Wear Failure
6262,53441.0,L,301.1,310.6,1417.0,47.6,10.0,0,0,0,0,0,0,Tool Wear Failure
6263,53442.0,L,301.0,310.6,1641.0,33.4,12.0,0,0,0,0,0,0,Tool Wear Failure
6264,21123.0,M,301.0,310.6,1698.0,27.3,14.0,0,0,0,0,0,0,Tool Wear Failure
6265,53444.0,L,300.9,310.4,1541.0,39.1,17.0,0,0,0,0,0,0,Tool Wear Failure
6266,53445.0,L,300.8,310.3,1383.0,46.6,19.0,0,0,0,0,0,0,Tool Wear Failure
6267,53446.0,L,300.8,310.4,1368.0,46.8,21.0,0,0,0,0,0,0,Tool Wear Failure
6268,53447.0,L,300.8,310.4,1570.0,35.2,23.0,0,0,0,0,0,0,Tool Wear Failure
6269,53448.0,L,300.9,310.5,1616.0,33.5,25.0,0,0,0,0,0,0,Tool Wear Failure
6270,21129.0,M,300.9,310.5,1444.0,43.2,27.0,0,0,0,0,0,0,Tool Wear Failure
6271,53450.0,L,300.9,310.4,2021.0,18.8,30.0,0,0,0,0,0,0,Tool Wear Failure
6272,21131.0,M,300.9,310.5,1702.0,29.3,32.0,0,0,0,0,0,0,Tool Wear Failure
6273,21132.0,M,301.1,310.6,1429.0,52.7,35.0,0,0,0,0,0,0,Tool Wear Failure
6274,53453.0,L,301.2,310.8,1711.0,28.9,38.0,0,0,0,0,0,0,Tool Wear Failure
6275,21134.0,M,301.2,310.7,1543.0,32.9,40.0,0,0,0,0,0,0,Tool Wear Failure
6276,53455.0,L,301.3,310.8,1628.0,32.2,43.0,0,0,0,0,0,0,Tool Wear Failure
6277,53456.0,L,301.2,310.8,1233.0,64.6,45.0,0,0,0,0,0,0,Tool Wear Failure
6278,53457.0,L,301.2,310.8,1461.0,40.6,47.0,0,0,0,0,0,0,Tool Wear Failure
6279,53458.0,L,301.2,310.7,1568.0,38.3,49.0,0,0,0,0,0,0,Tool Wear Failure
6280,53459.0,L,301.3,310.8,1432.0,54.4,51.0,0,0,0,0,0,0,Tool Wear Failure
6281,21140.0,M,301.2,310.7,1527.0,41.1,53.0,0,0,0,0,0,0,Tool Wear Failure
6282,21141.0,M,301.3,310.8,1455.0,41.2,56.0,0,0,0,0,0,0,Tool Wear Failure
6283,21142.0,M,301.3,310.8,1418.0,45.4,59.0,0,0,0,0,0,0,Tool Wear Failure
6284,53463.0,L,301.3,310.8,1719.0,29.5,62.0,0,0,0,0,0,0,Tool Wear Failure
6285,21144.0,M,301.2,310.8,1734.0,31.3,64.0,0,0,0,0,0,0,Tool Wear Failure
6286,21145.0,M,301.2,310.7,1426.0,46.1,67.0,0,0,0,0,0,0,Tool Wear Failure
6287,53466.0,L,301.1,310.6,1611.0,35.2,70.0,0,0,0,0,0,0,Tool Wear Failure
6288,21147.0,M,301.1,310.6,1479.0,41.1,72.0,0,0,0,0,0,0,Tool Wear Failure
6289,53468.0,L,301.0,310.5,1317.0,50.9,75.0,0,0,0,0,0,0,Tool Wear Failure
6290,53469.0,L,301.0,310.5,1248.0,61.4,77.0,0,0,0,0,0,0,Tool Wear Failure
6291,53470.0,L,301.0,310.5,1932.0,21.7,79.0,0,0,0,0,0,0,Tool Wear Failure
6292,21151.0,M,301.1,310.5,1547.0,35.8,81.0,0,0,0,0,0,0,Tool Wear Failure
6293,53472.0,L,301.0,310.4,1614.0,31.6,84.0,0,0,0,0,0,0,Tool Wear Failure
6294,35707.0,H,301.0,310.4,1512.0,44.9,86.0,0,0,0,0,0,0,Tool Wear Failure
6295,53474.0,L,301.1,310.5,1529.0,38.7,91.0,0,0,0,0,0,0,Tool Wear Failure
6296,35709.0,H,301.1,310.6,1782.0,24.9,93.0,0,0,0,0,0,0,Tool Wear Failure
6297,53476.0,L,301.0,310.5,1429.0,39.4,98.0,0,0,0,0,0,0,Tool Wear Failure
6298,21157.0,M,301.1,310.5,1309.0,60.7,100.0,0,0,0,0,0,0,Tool Wear Failure
6299,53478.0,L,301.1,310.5,1428.0,44.1,103.0,0,0,0,0,0,0,Tool Wear Failure
6300,53479.0,L,301.2,310.6,1385.0,49.2,105.0,0,0,0,0,0,0,Tool Wear Failure
6301,53480.0,L,301.2,310.7,1517.0,39.4,107.0,0,0,0,0,0,0,Tool Wear Failure
6302,21161.0,M,301.2,310.6,1576.0,39.6,109.0,0,0,0,0,0,0,Tool Wear Failure
6303,53482.0,L,301.2,310.6,1437.0,51.2,112.0,0,0,0,0,0,0,Tool Wear Failure
6304,35717.0,H,301.2,310.6,1457.0,50.5,114.0,0,0,0,0,0,0,Tool Wear Failure
6305,53484.0,L,301.1,310.5,1532.0,37.5,119.0,0,0,0,0,0,0,Tool Wear Failure
6306,21165.0,M,301.1,310.5,1603.0,32.6,121.0,0,0,0,0,0,0,Tool Wear Failure
6307,53486.0,L,301.0,310.4,1563.0,34.4,124.0,0,0,0,0,0,0,Tool Wear Failure
6308,53487.0,L,301.0,310.3,1617.0,34.5,126.0,0,0,0,0,0,0,Tool Wear Failure
6309,21168.0,M,300.8,310.1,1686.0,26.9,128.0,0,0,0,0,0,0,Tool Wear Failure
6310,53489.0,L,300.9,310.2,1382.0,50.4,131.0,0,0,0,0,0,0,Tool Wear Failure
6311,53490.0,L,300.9,310.1,2090.0,17.8,133.0,0,0,0,0,0,0,Tool Wear Failure
6312,53491.0,L,300.9,310.3,1446.0,44.5,135.0,0,0,0,0,0,0,Tool Wear Failure
6313,21172.0,M,300.9,310.2,1533.0,38.1,137.0,0,0,0,0,0,0,Tool Wear Failure
6314,53493.0,L,300.9,310.3,1440.0,47.6,140.0,0,0,0,0,0,0,Tool Wear Failure
6315,21174.0,M,301.0,310.4,1793.0,25.0,142.0,0,0,0,0,0,0,Tool Wear Failure
6316,21175.0,M,301.0,310.4,1517.0,46.1,145.0,0,0,0,0,0,0,Tool Wear Failure
6317,53496.0,L,300.9,310.4,1544.0,36.0,148.0,0,0,0,0,0,0,Tool Wear Failure
6318,53497.0,L,300.9,310.3,1321.0,48.8,150.0,0,0,0,0,0,0,Tool Wear Failure
6319,21178.0,M,300.9,310.3,1416.0,50.9,152.0,0,0,0,0,0,0,Tool Wear Failure
6320,53499.0,L,300.8,310.2,1514.0,40.0,155.0,0,0,0,0,0,0,Tool Wear Failure
6321,21180.0,M,300.8,310.2,1304.0,52.5,157.0,0,0,0,0,0,0,Tool Wear Failure
6322,53501.0,L,300.7,310.2,1286.0,64.9,160.0,0,0,0,0,0,0,Tool Wear Failure
6323,21182.0,M,300.7,310.1,1483.0,40.2,162.0,0,0,0,0,0,0,Tool Wear Failure
6324,53503.0,L,300.7,310.1,1351.0,46.9,165.0,0,0,0,0,0,0,Tool Wear Failure
6325,21184.0,M,300.7,310.1,1367.0,52.6,167.0,0,0,0,0,0,0,Tool Wear Failure
6326,53505.0,L,300.7,310.1,1721.0,32.3,170.0,0,0,0,0,0,0,Tool Wear Failure
6327,53506.0,L,300.6,310.0,1455.0,40.4,172.0,0,0,0,0,0,0,Tool Wear Failure
